KEGG ID,ms1,formula1,ms2,formula2,trans,pmd
R11067,665.1248,C21H29N7O14P2,200.0685,C9H12O5,C-12H-17N-7O-9P-2,-465.0563
R11067,198.0528,C9H10O5,200.0685,C9H12O5,H2,2.0157
R11068,165.079,C9H11NO2,164.0473,C9H8O3,H-3N-1O1,-1.0317
R11068,200.0685,C9H12O5,201.1001,C9H15NO4,H3N1O-1,1.0316
R11069,272.2504,C20H32,364.1886,C20H28O6,H-4O6,91.9382
R11070,148.0524,C9H8O2,104.0626,C8H8,C-1O-2,-43.9898
R11071,194.0579,C10H10O4,150.0681,C9H10O2,C-1O-2,-43.9898
R11072,353.0736,C9H16N5O8P,335.0631,C9H14N5O7P,H-2O-1,-18.0105
R11073,255.0968,C9H13N5O4,255.0968,C9H13N5O4,,0
R11075,210.0376,C6H10O8,192.027,C6H8O7,H-2O-1,-18.0106
R11076,881.1833,C27H46N7O18P3S,863.1727,C27H44N7O17P3S,H-2O-1,-18.0106
R11077,210.0376,C6H10O8,192.027,C6H8O7,H-2O-1,-18.0106
R11078,131.0946,C6H13NO2,131.0946,C6H13NO2,,0
R11079,192.0634,C7H12O6,192.0634,C7H12O6,,0
R11081,272.0297,C7H13O9P,272.0297,C7H13O9P,,0
R11082,494.9957,C9H16N5O13P3,494.9957,C9H16N5O13P3,,0
R11083,192.027,C6H8O7,192.027,C6H8O7,,0
R11084,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R11084,131.0946,C6H13NO2,347.0631,C10H14N5O7P,C4H1N4O5P1,215.9685
R11085,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11085,174.1117,C6H14N4O2,427.0294,C10H15N5O10P2,C4H1N1O8P2,252.9177
R11086,314.0684,C10H20O7P2,370.178,C22H26O5,C12H6O-2P-2,56.1096
R11086,234.0528,C12H10O5,370.178,C22H26O5,C10H16,136.1252
R11087,314.0684,C10H20O7P2,370.178,C22H26O5,C12H6O-2P-2,56.1096
R11087,234.0528,C12H10O5,370.178,C22H26O5,C10H16,136.1252
R11088,355.1552,C14H23N6O3S,297.0896,C11H15N5O3S,C-3H-8N-1,-58.0656
R11088,131.1422,C6H17N3,188.2001,C9H24N4,C3H7N1,57.0579
R11089,355.1552,C14H23N6O3S,297.0896,C11H15N5O3S,C-3H-8N-1,-58.0656
R11089,188.2001,C9H24N4,245.2579,C12H31N5,C3H7N1,57.0578
R11090,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11091,665.1248,C21H29N7O14P2,177.9588,C6H4Cl2O2,C-15Cl2H-25N-7O-12P-2,-487.166
R11091,175.9432,C6H2Cl2O2,177.9588,C6H4Cl2O2,H2,2.0156
R11092,665.1248,C21H29N7O14P2,177.9588,C6H4Cl2O2,C-15Cl2H-25N-7O-12P-2,-487.166
R11092,175.9432,C6H2Cl2O2,177.9588,C6H4Cl2O2,H2,2.0156
R11093,665.1248,C21H29N7O14P2,159.9927,C6H5ClO3,C-15Cl1H-24N-7O-11P-2,-505.1321
R11093,157.9771,C6H3ClO3,159.9927,C6H5ClO3,H2,2.0156
R11094,251.1018,C10H13N5O3,252.0859,C10H12N4O4,H-1N-1O1,0.9841
R11096,745.0911,C21H30N7O17P3,400.3705,C28H48O,C7H18N-7O-16P-3,-344.7206
R11096,398.3549,C28H46O,400.3705,C28H48O,H2,2.0156
R11097,745.0911,C21H30N7O17P3,398.3549,C28H46O,C7H16N-7O-16P-3,-346.7362
R11097,400.3705,C28H48O,398.3549,C28H46O,H-2,-2.0156
R11098,101.0477,C4H7NO2,102.0317,C4H6O3,H-1N-1O1,0.984
R11101,101.0477,C4H7NO2,101.0477,C4H7NO2,,0
R11102,389.9518,C5H13O14P3,306.0505,C11H15O8P,C6H2O-6P-2,-83.9013
R11102,138.0317,C7H6O3,306.0505,C11H15O8P,C4H9O5P1,168.0188
R11104,665.1248,C21H29N7O14P2,347.0631,C10H14N5O7P,C-11H-15N-2O-7P-1,-318.0617
R11105,238.0509,C11H11ClN2O2,192.0454,C10H9ClN2,C-1H-2O-2,-46.0055
R11106,787.1728,C27H35N9O15P2,785.1571,C27H33N9O15P2,H-2,-2.0157
R11106,192.0454,C10H9ClN2,226.0065,C10H8Cl2N2,Cl1H-1,33.9611
R11107,745.0911,C21H30N7O17P3,255.9806,C10H6Cl2N2O2,C-11Cl2H-24N-5O-15P-3,-489.1105
R11107,226.0065,C10H8Cl2N2,255.9806,C10H6Cl2N2O2,H-2O2,29.9741
R11112,398.1372,C15H22N6O5S,149.051,C5H11NO2S,C-10H-11N-5O-3,-249.0862
R11112,410.3913,C30H50,661.4931,C40H63N5O3,C10H13N5O3,251.1018
R11113,661.4931,C40H63N5O3,544.4492,C35H60O4,C-5H-3N-5O1,-117.0439
R11114,544.4492,C35H60O4,546.4648,C35H62O4,H2,2.0156
R11115,607.0816,C17H27N3O17P2,749.5442,C43H75NO9,C26H48N-2O-8P-2,142.4626
R11115,546.4648,C35H62O4,404.0022,C9H14N2O12P2,C-26H-48N2O8P2,-142.4626
R11116,749.5442,C43H75NO9,707.5336,C41H73NO8,C-2H-2O-1,-42.0106
R11117,707.5336,C41H73NO8,707.5336,C41H73NO8,,0
R11118,147.0532,C5H9NO4,146.0215,C5H6O5,H-3N-1O1,-1.0317
R11118,544.4492,C35H60O4,545.4808,C35H63NO3,H3N1O-1,1.0316
R11119,204.0899,C11H12N2O2,202.0742,C11H10N2O2,H-2,-2.0157
R11120,202.0742,C11H10N2O2,385.1063,C22H15N3O4,C11H5N1O2,183.0321
R11121,665.1248,C21H29N7O14P2,311.1059,C20H13N3O,C-1H-16N-4O-13P-2,-354.0189
R11121,385.1063,C22H15N3O4,311.1059,C20H13N3O,C-2H-2O-3,-74.0004
R11122,531.1019,C16H27N3O13P2,440.1848,C26H24N4O3,C10H-3N1O-10P-2,-90.9171
R11122,311.1059,C20H13N3O,402.0229,C10H16N2O11P2,C-10H3N-1O10P2,90.917
R11123,440.1848,C26H24N4O3,438.1692,C26H22N4O3,H-2,-2.0156
R11124,745.0911,C21H30N7O17P3,767.1152,C21H36N7O16P3S,H6O-1S1,22.0241
R11124,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R11124,853.1156,C24H38N7O19P3S,767.1152,C21H36N7O16P3S,C-3H-2O-3,-86.0004
R11125,745.0911,C21H30N7O17P3,767.1152,C21H36N7O16P3S,H6O-1S1,22.0241
R11125,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R11125,853.1156,C24H38N7O19P3S,767.1152,C21H36N7O16P3S,C-3H-2O-3,-86.0004
R11126,338.2093,C19H30O5,422.2668,C24H38O6,C5H8O1,84.0575
R11127,254.1002,C9H18O8,260.0297,C6H13O9P,C-3H-5O1P1,5.9295
R11129,438.1692,C26H22N4O3,452.1848,C27H24N4O3,C1H2,14.0156
R11130,785.1571,C27H33N9O15P2,787.1728,C27H35N9O15P2,H2,2.0157
R11130,869.1291,C25H42N7O17P3S2,867.1135,C25H40N7O17P3S2,H-2,-2.0156
R11131,202.0742,C11H10N2O2,341.1164,C21H15N3O2,C10H5N1,139.0422
R11132,745.0911,C21H30N7O17P3,357.1113,C21H15N3O3,H-15N-4O-14P-3,-387.9798
R11132,341.1164,C21H15N3O2,357.1113,C21H15N3O3,O1,15.9949
R11133,357.1113,C21H15N3O3,327.1008,C20H13N3O2,C-1H-2O-1,-30.0105
R11134,745.0911,C21H30N7O17P3,357.1113,C21H15N3O3,H-15N-4O-14P-3,-387.9798
R11134,341.1164,C21H15N3O2,357.1113,C21H15N3O3,O1,15.9949
R11135,745.0911,C21H30N7O17P3,373.1063,C21H15N3O4,H-15N-4O-13P-3,-371.9848
R11135,357.1113,C21H15N3O3,373.1063,C21H15N3O4,O1,15.995
R11136,373.1063,C21H15N3O4,343.0957,C20H13N3O3,C-1H-2O-1,-30.0106
R11138,529.0863,C16H25N3O13P2,529.0863,C16H25N3O13P2,,0
R11139,529.0863,C16H25N3O13P2,531.1019,C16H27N3O13P2,H2,2.0156
R11141,126.1045,C8H14O,170.1307,C10H18O2,C2H4O1,44.0262
R11142,420.3603,C27H48O3,450.3345,C27H46O5,H-2O2,29.9742
R11143,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R11143,206.0435,C8H14O2S2,347.0631,C10H14N5O7P,C2N5O5P1S-2,141.0196
R11144,664.1169,C21H28N7O14P2,374.2821,C24H38O3,C3H10N-7O-11P-2,-289.8348
R11144,376.2977,C24H40O3,374.2821,C24H38O3,H-2,-2.0156
R11145,744.0833,C21H29N7O17P3,374.2821,C24H38O3,C3H9N-7O-14P-3,-369.8012
R11145,376.2977,C24H40O3,374.2821,C24H38O3,H-2,-2.0156
R11146,744.0833,C21H29N7O17P3,374.2821,C24H38O3,C3H9N-7O-14P-3,-369.8012
R11146,376.2977,C24H40O3,374.2821,C24H38O3,H-2,-2.0156
R11147,664.1169,C21H28N7O14P2,395.246,C25H33NO3,C4H5N-6O-11P-2,-268.8709
R11147,397.2617,C25H35NO3,395.246,C25H33NO3,H-2,-2.0157
R11148,379.2511,C25H33NO2,397.2617,C25H35NO3,H2O1,18.0106
R11149,664.1169,C21H28N7O14P2,395.246,C25H33NO3,C4H5N-6O-11P-2,-268.8709
R11149,379.2511,C25H33NO2,395.246,C25H33NO3,O1,15.9949
R11150,665.1248,C21H29N7O14P2,138.0317,C7H6O3,C-14H-23N-7O-11P-2,-527.0931
R11150,169.0375,C7H7NO4,138.0317,C7H6O3,H-1N-1O-1,-31.0058
R11151,665.1248,C21H29N7O14P2,838.4,C43H58N4O13,C22H29N-3O-1P-2,173.2752
R11151,822.4051,C43H58N4O12,838.4,C43H58N4O13,O1,15.9949
R11152,745.0911,C21H30N7O17P3,838.4,C43H58N4O13,C22H28N-3O-4P-3,93.3089
R11152,822.4051,C43H58N4O12,838.4,C43H58N4O13,O1,15.9949
R11153,665.1248,C21H29N7O14P2,226.0702,C8H10N4O4,C-13H-19N-3O-10P-2,-439.0546
R11153,210.0753,C8H10N4O3,226.0702,C8H10N4O4,O1,15.9949
R11154,145.1579,C7H19N3,260.2814,C13H34N5,C6H15N2,115.1235
R11154,355.1552,C14H23N6O3S,297.0896,C11H15N5O3S,C-3H-8N-1,-58.0656
R11155,665.1248,C21H29N7O14P2,530.2417,C31H34N2O6,C10H5N-5O-8P-2,-134.8831
R11155,514.2468,C31H34N2O5,530.2417,C31H34N2O6,O1,15.9949
R11156,665.1248,C21H29N7O14P2,422.1379,C25H18N4O3,C4H-11N-3O-11P-2,-242.9869
R11156,406.143,C25H18N4O2,422.1379,C25H18N4O3,O1,15.9949
R11157,745.0911,C21H30N7O17P3,422.1379,C25H18N4O3,C4H-12N-3O-14P-3,-322.9532
R11157,406.143,C25H18N4O2,422.1379,C25H18N4O3,O1,15.9949
R11158,665.1248,C21H29N7O14P2,357.1113,C21H15N3O3,H-14N-4O-11P-2,-308.0135
R11158,341.1164,C21H15N3O2,357.1113,C21H15N3O3,O1,15.9949
R11159,145.1579,C7H19N3,202.2157,C10H26N4,C3H7N1,57.0578
R11159,355.1552,C14H23N6O3S,297.0896,C11H15N5O3S,C-3H-8N-1,-58.0656
R11160,355.1552,C14H23N6O3S,297.0896,C11H15N5O3S,C-3H-8N-1,-58.0656
R11160,202.2157,C10H26N4,260.2814,C13H34N5,C3H8N1,58.0657
R11161,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R11161,184.0347,C12H8S,200.0296,C12H8OS,O1,15.9949
R11162,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R11162,200.0296,C12H8OS,216.0245,C12H8O2S,O1,15.9949
R11163,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R11163,184.0347,C12H8S,216.0245,C12H8O2S,O2,31.9898
R11164,665.1248,C21H29N7O14P2,456.1046,C17H21N4O9P,C-4H-8N-3O-5P-1,-209.0202
R11164,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R11164,216.0245,C12H8O2S,234.0351,C12H10O3S,H2O1,18.0106
R11165,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11169,268.0794,C9H16O9,348.0458,C9H17O12P,H1O3P1,79.9664
R11170,424.1693,C16H28N2O11,504.1356,C16H29N2O14P,H1O3P1,79.9663
R11171,180.0634,C6H12O6,260.0297,C6H13O9P,H1O3P1,79.9663
R11172,342.1162,C12H22O11,422.0825,C12H23O14P,H1O3P1,79.9663
R11174,358.093,C14H19N2O7P,363.058,C10H14N5O8P,C-4H-5N3O1,4.965
R11175,162.1157,C10H14N2,160.1,C10H12N2,H-2,-2.0157
R11176,160.1,C10H12N2,178.1106,C10H14N2O,H2O1,18.0106
R11177,162.1157,C10H14N2,178.1106,C10H14N2O,O1,15.9949
R11178,178.1106,C10H14N2O,179.0582,C9H9NO3,C-1H-5N-1O2,0.9476
R11179,179.0582,C9H9NO3,195.0532,C9H9NO4,O1,15.995
R11180,324.0359,C9H13N2O9P,244.0695,C9H12N2O6,H-1O-3P-1,-79.9664
R11181,147.032,C8H5NO2,165.0426,C8H7NO3,H2O1,18.0106
R11182,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R11182,169.998,C3H7O6P,212.0086,C5H9O7P,C2H2O1,42.0106
R11183,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11183,132.0423,C5H8O4,212.0086,C5H9O7P,H1O3P1,79.9663
R11184,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11184,645.248,C25H43NO18,725.2143,C25H44NO21P,H1O3P1,79.9663
R11185,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11185,192.0634,C7H12O6,272.0297,C7H13O9P,H1O3P1,79.9663
R11186,926.6318,C55H92O7P2,846.6655,C55H91O4P,H-1O-3P-1,-79.9663
R11189,198.0277,C7H6N2O5,184.012,C6H4N2O5,C-1H-2,-14.0157
R11190,346.1852,C14H26N4O6,218.0903,C8H14N2O5,C-6H-12N-2O-1,-128.0949
R11191,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11191,335.1117,C15H17N3O6,349.1274,C16H19N3O6,C1H2,14.0157
R11192,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11192,321.0961,C14H15N3O6,335.1117,C15H17N3O6,C1H2,14.0156
R11193,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11194,122.0732,C8H10O,136.0524,C8H8O2,H-2O1,13.9792
R11195,744.0833,C21H29N7O17P3,152.0473,C8H8O3,C-13H-21N-7O-14P-3,-592.036
R11195,136.0524,C8H8O2,152.0473,C8H8O3,O1,15.9949
R11196,152.0473,C8H8O3,182.0215,C8H6O5,H-2O2,29.9742
R11197,665.1248,C21H29N7O14P2,154.0266,C7H6O4,C-14H-23N-7O-10P-2,-511.0982
R11197,182.0215,C8H6O5,154.0266,C7H6O4,C-1O-1,-27.9949
R11198,745.0911,C21H30N7O17P3,154.0266,C7H6O4,C-14H-24N-7O-13P-3,-591.0645
R11198,182.0215,C8H6O5,154.0266,C7H6O4,C-1O-1,-27.9949
R11199,145.1579,C7H19N3,557.2737,C29H39N3O8,C22H20O8,412.1158
R11199,973.1731,C32H46N7O20P3S,767.1152,C21H36N7O16P3S,C-11H-10O-4,-206.0579
R11200,913.152,C30H42N7O18P3S,767.1152,C21H36N7O16P3S,C-9H-6O-2,-146.0368
R11200,145.1579,C7H19N3,437.2315,C25H31N3O4,C18H12O4,292.0736
R11206,180.0423,C9H8O4,182.0579,C9H10O4,H2,2.0156
R11206,931.1626,C30H44N7O19P3S,929.1469,C30H42N7O19P3S,H-2,-2.0157
R11207,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11210,146.0215,C5H6O5,118.0266,C4H6O4,C-1O-1,-27.9949
R11210,400.1522,C22H24O7,398.1366,C22H22O7,H-2,-2.0156
R11211,370.1416,C21H22O6,386.1366,C21H22O7,O1,15.995
R11212,384.1209,C21H20O7,400.1158,C21H20O8,O1,15.9949
R11213,242.0096,C6H10O8S,153.9936,C3H6O5S,C-3H-4O-3,-88.016
R11214,260.0202,C6H12O9S,242.0096,C6H10O8S,H-2O-1,-18.0106
R11215,294.0951,C11H18O9,180.0634,C6H12O6,C-5H-6O-3,-114.0317
R11216,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11217,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11218,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11219,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11220,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11221,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11222,358.1416,C20H22O6,356.126,C20H20O6,H-2,-2.0156
R11224,662.0874,C19H28N4O18P2,404.0022,C9H14N2O12P2,C-10H-14N-2O-6,-258.0852
R11225,458.1203,C17H23N4O9P,526.1829,C22H31N4O9P,C5H8,68.0626
R11225,166.0395,C5H11O4P,526.1829,C22H31N4O9P,C17H20N4O5,360.1434
R11226,744.0833,C21H29N7O17P3,904.4989,C55H68MgN4O6,C34H39Mg1N-3O-11P-3,160.4156
R11226,910.5459,C55H74MgN4O6,904.4989,C55H68MgN4O6,H-6,-6.047
R11227,592.2686,C35H36N4O5,608.2635,C35H36N4O6,O1,15.9949
R11228,608.2635,C35H36N4O6,626.2741,C35H38N4O7,H2O1,18.0106
R11229,522.9907,C10H16N5O14P3,443.0243,C10H15N5O11P2,H-1O-3P-1,-79.9664
R11230,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11230,356.126,C20H20O6,370.1416,C21H22O6,C1H2,14.0156
R11231,664.1169,C21H28N7O14P2,161.0688,C6H11NO4,C-15H-17N-6O-10P-2,-503.0481
R11231,127.0633,C6H9NO2,161.0688,C6H11NO4,H2O2,34.0055
R11232,744.0833,C21H29N7O17P3,161.0688,C6H11NO4,C-15H-18N-6O-13P-3,-583.0145
R11232,127.0633,C6H9NO2,161.0688,C6H11NO4,H2O2,34.0055
R11233,192.0634,C7H12O6,174.0528,C7H10O5,H-2O-1,-18.0106
R11234,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11234,174.0528,C7H10O5,254.0192,C7H11O8P,H1O3P1,79.9664
R11235,254.0192,C7H11O8P,256.0348,C7H13O8P,H2,2.0156
R11236,254.0192,C7H11O8P,256.0348,C7H13O8P,H2,2.0156
R11238,256.0348,C7H13O8P,257.0664,C7H16NO7P,H3N1O-1,1.0316
R11239,257.0664,C7H16NO7P,415.1243,C14H26NO11P,C7H10O4,158.0579
R11240,415.1243,C14H26NO11P,335.158,C14H25NO8,H-1O-3P-1,-79.9663
R11241,566.055,C15H24N2O17P2,497.2108,C20H35NO13,C5H11N-1O-4P-2,-68.8442
R11241,335.158,C14H25NO8,404.0022,C9H14N2O12P2,C-5H-11N1O4P2,68.8442
R11242,242.0096,C6H10O8S,260.0202,C6H12O9S,H2O1,18.0106
R11243,665.1248,C21H29N7O14P2,274.0454,C7H15O9P,C-14H-14N-7O-5P-1,-391.0794
R11243,272.0297,C7H13O9P,274.0454,C7H15O9P,H2,2.0157
R11244,274.0454,C7H15O9P,256.0348,C7H13O8P,H-2O-1,-18.0106
R11245,256.0348,C7H13O8P,336.0011,C7H14O11P2,H1O3P1,79.9663
R11247,547.0968,C16H27N3O14P2,785.1211,C23H38N3O21P3,C7H11O7P1,238.0243
R11248,785.1211,C23H38N3O21P3,725.2143,C25H44NO21P,C2H6N-2P-2,-59.9068
R11249,256.0348,C7H13O8P,256.0348,C7H13O8P,,0
R11250,243.0508,C6H14NO7P,401.1087,C13H24NO11P,C7H10O4,158.0579
R11251,401.1087,C13H24NO11P,321.1424,C13H23NO8,H-1O-3P-1,-79.9663
R11252,191.0794,C7H13NO5,173.0688,C7H11NO4,H-2O-1,-18.0106
R11253,192.0634,C7H12O6,190.0477,C7H10O6,H-2,-2.0157
R11254,190.0477,C7H10O6,191.0794,C7H13NO5,H3N1O-1,1.0317
R11255,171.0532,C7H9NO4,213.0637,C9H11NO5,C2H2O1,42.0105
R11257,186.0164,C7H6O6,116.011,C4H4O4,C-3H-2O-2,-70.0054
R11263,206.0427,C7H10O7,188.0321,C7H8O6,H-2O-1,-18.0106
R11264,188.0321,C7H8O6,188.0321,C7H8O6,,0
R11265,664.1169,C21H28N7O14P2,452.2118,C17H32N4O10,C-4H4N-3O-4P-2,-211.9051
R11265,454.2275,C17H34N4O10,452.2118,C17H32N4O10,H-2,-2.0157
R11266,745.0911,C21H30N7O17P3,454.2275,C17H34N4O10,C-4H4N-3O-7P-3,-290.8636
R11266,452.2118,C17H32N4O10,454.2275,C17H34N4O10,H2,2.0157
R11267,485.2221,C18H35N3O12,483.2064,C18H33N3O12,H-2,-2.0157
R11268,484.2381,C18H36N4O11,482.2224,C18H34N4O11,H-2,-2.0157
R11269,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R11269,484.2381,C18H36N4O11,483.2064,C18H33N3O12,H-3N-1O1,-1.0317
R11270,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R11270,483.254,C18H37N5O10,482.2224,C18H34N4O11,H-3N-1O1,-1.0316
R11271,566.055,C15H24N2O17P2,485.2221,C18H35N3O12,C3H11N1O-5P-2,-80.8329
R11271,323.1693,C12H25N3O7,404.0022,C9H14N2O12P2,C-3H-11N-1O5P2,80.8329
R11272,566.055,C15H24N2O17P2,484.2381,C18H36N4O11,C3H12N2O-6P-2,-81.8169
R11272,322.1852,C12H26N4O6,404.0022,C9H14N2O12P2,C-3H-12N-2O6P2,81.817
R11273,307.1743,C12H25N3O6,305.1587,C12H23N3O6,H-2,-2.0156
R11274,398.1372,C15H22N6O5S,305.1587,C12H23N3O6,C-3H1N-3O1S-1,-92.9785
R11274,323.1693,C12H25N3O7,305.1587,C12H23N3O6,H-2O-1,-18.0106
R11275,398.1372,C15H22N6O5S,304.1747,C12H24N4O5,C-3H2N-2S-1,-93.9625
R11275,322.1852,C12H26N4O6,304.1747,C12H24N4O5,H-2O-1,-18.0105
R11276,745.0911,C21H30N7O17P3,307.1743,C12H25N3O6,C-9H-5N-4O-11P-3,-437.9168
R11276,305.1587,C12H23N3O6,307.1743,C12H25N3O6,H2,2.0156
R11277,745.0911,C21H30N7O17P3,306.1903,C12H26N4O5,C-9H-4N-3O-12P-3,-438.9008
R11277,304.1747,C12H24N4O5,306.1903,C12H26N4O5,H2,2.0156
R11278,565.071,C15H25N3O16P2,467.2591,C18H37N5O9,C3H12N2O-7P-2,-97.8119
R11278,306.1903,C12H26N4O5,404.0022,C9H14N2O12P2,C-3H-12N-2O7P2,97.8119
R11279,506.9957,C10H16N5O13P3,526.2599,C19H38N6O11,C9H22N1O-2P-3,19.2642
R11279,140.9827,CH4NO5P,347.0631,C10H14N5O7P,C9H10N4O2,206.0804
R11279,483.254,C18H37N5O10,526.2599,C19H38N6O11,C1H1N1O1,43.0059
R11280,389.9518,C5H13O14P3,535.1778,C17H34N3O14P,C12H21N3P-2,145.226
R11280,323.1693,C12H25N3O7,535.1778,C17H34N3O14P,C5H9O7P1,212.0085
R11281,535.1778,C17H34N3O14P,455.2115,C17H33N3O11,H-1O-3P-1,-79.9663
R11282,607.0816,C17H27N3O17P2,658.2909,C25H46N4O16,C8H19N1O-1P-2,51.2093
R11282,455.2115,C17H33N3O11,404.0022,C9H14N2O12P2,C-8H-19N-1O1P2,-51.2093
R11283,658.2909,C25H46N4O16,616.2803,C23H44N4O15,C-2H-2O-1,-42.0106
R11284,616.2803,C23H44N4O15,614.2647,C23H42N4O15,H-2,-2.0156
R11285,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R11285,615.2963,C23H45N5O14,614.2647,C23H42N4O15,H-3N-1O1,-1.0316
R11286,615.2963,C23H45N5O14,615.2963,C23H45N5O14,,0
R11287,615.2963,C23H45N5O14,599.3014,C23H45N5O13,O-1,-15.9949
R11288,599.3014,C23H45N5O13,599.3014,C23H45N5O13,,0
R11289,536.0445,C14H22N2O16P2,455.2115,C17H33N3O11,C3H11N1O-5P-2,-80.833
R11289,323.1693,C12H25N3O7,404.0022,C9H14N2O12P2,C-3H-11N-1O5P2,80.8329
R11290,664.1169,C21H28N7O14P2,453.1959,C17H31N3O11,C-4H3N-4O-3P-2,-210.921
R11290,455.2115,C17H33N3O11,453.1959,C17H31N3O11,H-2,-2.0156
R11291,147.0532,C5H9NO4,146.0215,C5H6O5,H-3N-1O1,-1.0317
R11291,453.1959,C17H31N3O11,454.2275,C17H34N4O10,H3N1O-1,1.0316
R11292,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11292,454.2275,C17H34N4O10,468.2431,C18H36N4O10,C1H2,14.0156
R11293,398.1372,C15H22N6O5S,482.2588,C19H38N4O10,C4H16N-2O5S-1,84.1216
R11293,468.2431,C18H36N4O10,482.2588,C19H38N4O10,C1H2,14.0157
R11294,398.1372,C15H22N6O5S,496.2744,C20H40N4O10,C5H18N-2O5S-1,98.1372
R11294,482.2588,C19H38N4O10,496.2744,C20H40N4O10,C1H2,14.0156
R11295,785.1571,C27H33N9O15P2,787.1728,C27H35N9O15P2,H2,2.0157
R11295,482.2588,C19H38N4O10,480.2431,C19H36N4O10,H-2,-2.0157
R11296,785.1571,C27H33N9O15P2,787.1728,C27H35N9O15P2,H2,2.0157
R11296,496.2744,C20H40N4O10,494.2588,C20H38N4O10,H-2,-2.0156
R11297,147.0532,C5H9NO4,146.0215,C5H6O5,H-3N-1O1,-1.0317
R11297,480.2431,C19H36N4O10,481.2748,C19H39N5O9,H3N1O-1,1.0317
R11298,147.0532,C5H9NO4,146.0215,C5H6O5,H-3N-1O1,-1.0317
R11298,494.2588,C20H38N4O10,495.2904,C20H41N5O9,H3N1O-1,1.0316
R11299,147.0532,C5H9NO4,146.0215,C5H6O5,H-3N-1O1,-1.0317
R11299,494.2588,C20H38N4O10,495.2904,C20H41N5O9,H3N1O-1,1.0316
R11300,463.3006,C20H41N5O7,463.3006,C20H41N5O7,,0
R11301,495.2904,C20H41N5O9,495.2904,C20H41N5O9,,0
R11302,481.2748,C19H39N5O9,449.2849,C19H39N5O7,O-2,-31.9899
R11303,495.2904,C20H41N5O9,463.3006,C20H41N5O7,O-2,-31.9898
R11304,495.2904,C20H41N5O9,463.3006,C20H41N5O7,O-2,-31.9898
R11305,725.2143,C25H44NO21P,645.248,C25H43NO18,H-1O-3P-1,-79.9663
R11306,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R11306,180.0634,C6H12O6,342.1162,C12H22O11,C6H10O5,162.0528
R11310,260.0297,C6H13O9P,260.0297,C6H13O9P,,0
R11312,299.0072,C6H11N3O7P2,345.0786,C12H18N4O4PS,C6H7N1O-3P-1S1,46.0714
R11312,266.9966,C7H10NO6PS,345.0786,C12H18N4O4PS,C5H8N3O-2,78.082
R11313,166.0855,C7H10N4O,138.0905,C6H10N4,C-1O-1,-27.995
