KEGG ID,ms1,formula1,ms2,formula2,trans,pmd
R11314,265.1123,C12H17N4OS,166.0855,C7H10N4O,C-5H-7S-1,-99.0268
R11315,218.1671,C15H22O,234.162,C15H22O2,O1,15.9949
R11319,427.0294,C10H15N5O10P2,505.0113,C12H20N4O10P3S,C2H5N-1P1S1,77.9819
R11319,425.045,C12H19N4O7P2S,347.0631,C10H14N5O7P,C-2H-5N1P-1S-1,-77.9819
R11323,481.9893,C10H17N2O14P3,322.0566,C10H15N2O8P,H-2O-6P-2,-159.9327
R11324,416.329,C27H44O3,432.324,C27H44O4,O1,15.995
R11326,290.0403,C7H15O10P,174.0528,C7H10O5,H-5O-5P-1,-115.9875
R11327,290.0403,C7H15O10P,192.0634,C7H12O6,H-3O-4P-1,-97.9769
R11328,204.0899,C11H12N2O2,187.0633,C11H9NO2,H-3N-1,-17.0266
R11329,708.1883,C36H36FeN4O8,654.269,C36H38N4O8,Fe-1H2,-53.9193
R11330,200.0086,C4H9O7P,200.0086,C4H9O7P,,0
R11332,200.0086,C4H9O7P,200.0086,C4H9O7P,,0
R11333,200.0086,C4H9O7P,200.0086,C4H9O7P,,0
R11334,853.152,C25H42N7O18P3S,853.152,C25H42N7O18P3S,,0
R11336,664.1169,C21H28N7O14P2,217.0739,C12H11NO3,C-9H-17N-6O-11P-2,-447.043
R11336,219.0895,C12H13NO3,217.0739,C12H11NO3,H-2,-2.0156
R11337,664.1169,C21H28N7O14P2,146.0215,C5H6O5,C-16H-22N-7O-9P-2,-518.0954
R11337,148.0372,C5H8O5,146.0215,C5H6O5,H-2,-2.0157
R11339,664.1169,C21H28N7O14P2,160.0372,C6H8O5,C-15H-20N-7O-9P-2,-504.0797
R11339,162.0528,C6H10O5,160.0372,C6H8O5,H-2,-2.0156
R11340,146.0215,C5H6O5,118.0266,C4H6O4,C-1O-1,-27.9949
R11340,497.2108,C20H35NO13,513.2058,C20H35NO14,O1,15.995
R11341,744.0833,C21H29N7O17P3,200.0086,C4H9O7P,C-17H-20N-7O-10P-2,-544.0747
R11341,202.0242,C4H11O7P,200.0086,C4H9O7P,H-2,-2.0156
R11342,664.1169,C21H28N7O14P2,120.0423,C4H8O4,C-17H-20N-7O-10P-2,-544.0746
R11342,122.0579,C4H10O4,120.0423,C4H8O4,H-2,-2.0156
R11345,146.0215,C5H6O5,118.0266,C4H6O4,C-1O-1,-27.9949
R11346,665.1248,C21H29N7O14P2,210.0793,C13H10N2O,C-8H-19N-5O-13P-2,-455.0455
R11346,239.0821,C14H11N2O2,210.0793,C13H10N2O,C-1H-1O-1,-29.0028
R11347,665.1248,C21H29N7O14P2,126.0317,C6H6O3,C-15H-23N-7O-11P-2,-539.0931
R11347,110.0368,C6H6O2,126.0317,C6H6O3,O1,15.9949
R11348,787.1728,C27H35N9O15P2,785.1571,C27H33N9O15P2,H-2,-2.0157
R11348,110.0368,C6H6O2,126.0317,C6H6O3,O1,15.9949
R11349,288.2089,C19H28O2,304.2038,C19H28O3,O1,15.9949
R11350,664.1169,C21H28N7O14P2,104.0473,C4H8O3,C-17H-20N-7O-11P-2,-560.0696
R11353,154.0266,C7H6O4,110.0368,C6H6O2,C-1O-2,-43.9898
R11355,400.3341,C27H44O2,398.3185,C27H42O2,H-2,-2.0156
R11356,398.3185,C27H42O2,414.3134,C27H42O3,O1,15.9949
R11357,384.3392,C27H44O,414.3134,C27H42O3,H-2O2,29.9742
R11358,384.3392,C27H44O,400.3341,C27H44O2,O1,15.9949
R11359,400.3341,C27H44O2,398.3185,C27H42O2,H-2,-2.0156
R11360,398.3185,C27H42O2,414.3134,C27H42O3,O1,15.9949
R11361,384.3392,C27H44O,414.3134,C27H42O3,H-2O2,29.9742
R11362,223.0481,C10H9NO5,205.0375,C10H7NO4,H-2O-1,-18.0106
R11363,205.0375,C10H7NO4,221.0324,C10H7NO5,O1,15.9949
R11364,221.0324,C10H7NO5,235.0481,C11H9NO5,C1H2,14.0157
R11365,235.0481,C11H9NO5,984.1527,C32H43N8O20P3S,C21H34N7O15P3S1,749.1046
R11366,181.0739,C9H11NO3,181.0739,C9H11NO3,,0
R11367,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R11367,181.0739,C9H11NO3,347.0631,C10H14N5O7P,C1H3N4O4P1,165.9892
R11368,787.1728,C27H35N9O15P2,785.1571,C27H33N9O15P2,H-2,-2.0157
R11370,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R11370,767.1152,C21H36N7O16P3S,901.152,C29H42N7O18P3S,C8H6O2,134.0368
R11370,152.0473,C8H8O3,347.0631,C10H14N5O7P,C2H6N5O4P1,195.0158
R11371,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11371,901.152,C29H42N7O18P3S,915.1676,C30H44N7O18P3S,C1H2,14.0156
R11372,522.9907,C10H16N5O14P3,363.058,C10H14N5O8P,H-2O-6P-2,-159.9327
R11373,665.1248,C21H29N7O14P2,373.1063,C21H15N3O4,H-14N-4O-10P-2,-292.0185
R11373,357.1113,C21H15N3O3,373.1063,C21H15N3O4,O1,15.995
R11374,665.1248,C21H29N7O14P2,357.1113,C21H15N3O3,H-14N-4O-11P-2,-308.0135
R11374,341.1164,C21H15N3O2,357.1113,C21H15N3O3,O1,15.9949
R11380,133.0528,C8H7NO,131.0371,C8H5NO,H-2,-2.0157
R11381,222.1984,C15H26O,220.1827,C15H24O,H-2,-2.0157
R11382,665.1248,C21H29N7O14P2,395.246,C25H33NO3,C4H4N-6O-11P-2,-269.8788
R11382,379.2511,C25H33NO2,395.246,C25H33NO3,O1,15.9949
R11383,745.0911,C21H30N7O17P3,395.246,C25H33NO3,C4H3N-6O-14P-3,-349.8451
R11383,379.2511,C25H33NO2,395.246,C25H33NO3,O1,15.9949
R11384,665.1248,C21H29N7O14P2,395.246,C25H33NO3,C4H4N-6O-11P-2,-269.8788
R11384,379.2511,C25H33NO2,395.246,C25H33NO3,O1,15.9949
R11385,745.0911,C21H30N7O17P3,395.246,C25H33NO3,C4H3N-6O-14P-3,-349.8451
R11385,379.2511,C25H33NO2,395.246,C25H33NO3,O1,15.9949
R11386,395.246,C25H33NO3,395.246,C25H33NO3,,0
R11387,220.0372,C11H8O5,236.0321,C11H8O6,O1,15.9949
R11388,236.0321,C11H8O6,278.079,C14H14O6,C3H6,42.0469
R11389,278.079,C14H14O6,306.1103,C16H18O6,C2H4,28.0313
R11391,182.0691,C8H10N2O3,182.0691,C8H10N2O3,,0
R11392,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R11392,182.0691,C8H10N2O3,347.0631,C10H14N5O7P,C2H4N3O4P1,164.994
R11393,787.1728,C27H35N9O15P2,785.1571,C27H33N9O15P2,H-2,-2.0157
R11394,238.0689,C8H14O8,236.0532,C8H12O8,H-2,-2.0157
R11395,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R11395,237.0849,C8H15NO7,236.0532,C8H12O8,H-3N-1O1,-1.0317
R11396,482.9845,C9H16N3O14P3,542.1261,C17H27N4O14P,C8H11N1P-2,59.1416
R11396,237.0849,C8H15NO7,542.1261,C17H27N4O14P,C9H12N3O7P1,305.0412
R11398,342.1162,C12H22O11,260.0297,C6H13O9P,C-6H-9O-2P1,-82.0865
R11400,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11401,785.1571,C27H33N9O15P2,787.1728,C27H35N9O15P2,H2,2.0157
R11401,410.3913,C30H50,426.3862,C30H50O,O1,15.9949
R11402,522.9907,C10H16N5O14P3,601.0822,C17H25N5O15P2,C7H9O1P-1,78.0915
R11402,256.0348,C7H13O8P,601.0822,C17H25N5O15P2,C10H12N5O7P1,345.0474
R11403,787.1728,C27H35N9O15P2,785.1571,C27H33N9O15P2,H-2,-2.0157
R11404,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R11405,327.1471,C19H21NO4,325.1314,C19H19NO4,H-2,-2.0157
R11406,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11406,176.0685,C7H12O5,256.0348,C7H13O8P,H1O3P1,79.9663
R11408,212.0086,C5H9O7P,212.0086,C5H9O7P,,0
R11409,147.0532,C5H9NO4,146.0215,C5H6O5,H-3N-1O1,-1.0317
R11409,587.0666,C16H23N5O15P2,571.0717,C16H23N5O14P2,O-1,-15.9949
R11410,586.3188,C30H52O7P2,426.3862,C30H50O,H-2O-6P-2,-159.9326
R11411,391.1413,C15H25N3O7S,307.0838,C10H17N3O6S,C-5H-8O-1,-84.0575
R11412,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R11412,853.1156,C24H38N7O19P3S,767.1152,C21H36N7O16P3S,C-3H-2O-3,-86.0004
R11413,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11416,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11417,423.0269,C18H17NO5S3,402.0229,C10H16N2O11P2,C-8H-1N1O6P2S-3,-21.004
R11417,563.0917,C16H27N3O15P2,584.0957,C24H28N2O9S3,C8H1N-1O-6P-2S3,21.004
R11418,584.0957,C24H28N2O9S3,730.1358,C30H38N2O11S4,C6H10O2S1,146.0401
R11418,548.0631,C16H26N2O13P2S,402.0229,C10H16N2O11P2,C-6H-10O-2S-1,-146.0402
R11420,559.1332,C18H31N3O13P2,402.0229,C10H16N2O11P2,C-8H-15N-1O-2,-157.1103
R11421,559.1332,C18H31N3O13P2,402.0229,C10H16N2O11P2,C-8H-15N-1O-2,-157.1103
R11422,562.0965,C17H28N2O15P2,402.0229,C10H16N2O11P2,C-7H-12O-4,-160.0736
R11423,562.0965,C17H28N2O15P2,402.0229,C10H16N2O11P2,C-7H-12O-4,-160.0736
R11426,744.0833,C21H29N7O17P3,223.0759,C15H11O2,C-6H-18N-7O-15P-3,-521.0074
R11426,226.0994,C15H14O2,223.0759,C15H11O2,H-3,-3.0235
R11427,744.0833,C21H29N7O17P3,223.0759,C15H11O2,C-6H-18N-7O-15P-3,-521.0074
R11427,226.0994,C15H14O2,223.0759,C15H11O2,H-3,-3.0235
R11428,131.0582,C5H9NO3,129.0426,C5H7NO3,H-2,-2.0156
R11435,745.0911,C21H30N7O17P3,767.1152,C21H36N7O16P3S,H6O-1S1,22.0241
R11435,853.1156,C24H38N7O19P3S,767.1152,C21H36N7O16P3S,C-3H-2O-3,-86.0004
R11439,167.9824,C3H5O6P,348.0458,C9H17O12P,C6H12O6,180.0634
R11439,260.0297,C6H13O9P,348.0458,C9H17O12P,C3H4O3,88.0161
R11440,348.0458,C9H17O12P,268.0794,C9H16O9,H-1O-3P-1,-79.9664
R11441,482.9845,C9H16N3O14P3,573.1207,C18H28N3O16P,C9H12O2P-2,90.1362
R11441,268.0794,C9H16O9,573.1207,C18H28N3O16P,C9H12N3O7P1,305.0413
R11442,151.0633,C8H9NO2,151.0633,C8H9NO2,,0
R11445,745.0911,C21H30N7O17P3,767.1152,C21H36N7O16P3S,H6O-1S1,22.0241
R11445,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11445,853.1156,C24H38N7O19P3S,767.1152,C21H36N7O16P3S,C-3H-2O-3,-86.0004
R11446,745.0911,C21H30N7O17P3,226.1205,C12H18O4,C-9H-12N-7O-13P-3,-518.9706
R11446,210.1256,C12H18O3,226.1205,C12H18O4,O1,15.9949
R11449,745.0911,C21H30N7O17P3,460.1482,C22H24N2O9,C1H-6N-5O-8P-3,-284.9429
R11449,444.1533,C22H24N2O8,460.1482,C22H24N2O9,O1,15.9949
R11450,745.0911,C21H30N7O17P3,767.1152,C21H36N7O16P3S,H6O-1S1,22.0241
R11450,867.1313,C25H40N7O19P3S,767.1152,C21H36N7O16P3S,C-4H-4O-3,-100.0161
R11451,745.0911,C21H30N7O17P3,767.1152,C21H36N7O16P3S,H6O-1S1,22.0241
R11451,867.1313,C25H40N7O19P3S,767.1152,C21H36N7O16P3S,C-4H-4O-3,-100.0161
R11452,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11452,515.107,C16H27N3O12P2,529.1226,C17H29N3O12P2,C1H2,14.0156
R11453,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11453,529.1226,C17H29N3O12P2,543.1383,C18H31N3O12P2,C1H2,14.0157
R11454,292.0907,C10H16N2O8,234.0852,C8H14N2O6,C-2H-2O-2,-58.0055
R11454,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R11455,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R11455,234.0852,C8H14N2O6,176.0797,C6H12N2O4,C-2H-2O-2,-58.0055
R11456,292.0907,C10H16N2O8,176.0797,C6H12N2O4,C-4H-4O-4,-116.011
R11456,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R11457,458.1203,C17H23N4O9P,456.1046,C17H21N4O9P,H-2,-2.0157
R11458,384.3392,C27H44O,400.3341,C27H44O2,O1,15.9949
R11459,400.3341,C27H44O2,416.329,C27H44O3,O1,15.9949
R11460,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11460,120.0423,C4H8O4,200.0086,C4H9O7P,H1O3P1,79.9663
R11461,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11461,120.0423,C4H8O4,200.0086,C4H9O7P,H1O3P1,79.9663
R11462,132.0786,C6H12O3,116.0837,C6H12O2,O-1,-15.9949
R11462,865.1884,C27H46N7O17P3S,881.1833,C27H46N7O18P3S,O1,15.9949
R11463,225.0637,C10H11NO5,155.0582,C7H9NO3,C-3H-2O-2,-70.0055
R11464,560.0808,C17H26N2O15P2,561.1125,C17H29N3O14P2,H3N1O-1,1.0317
R11465,561.1125,C17H29N3O14P2,589.1438,C19H33N3O14P2,C2H4,28.0313
R11466,532.0495,C15H22N2O15P2,546.0652,C16H24N2O15P2,C1H2,14.0157
R11467,546.0652,C16H24N2O15P2,547.0968,C16H27N3O14P2,H3N1O-1,1.0316
R11468,547.0968,C16H27N3O14P2,563.0917,C16H27N3O15P2,O1,15.9949
R11469,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11469,548.0808,C16H26N2O15P2,562.0965,C17H28N2O15P2,C1H2,14.0157
R11470,530.0703,C16H24N2O14P2,548.0631,C16H26N2O13P2S,H2O-1S1,17.9928
R11471,664.1169,C21H28N7O14P2,578.055,C16H24N2O17P2,C-5H-4N-5O3,-86.0619
R11471,564.0758,C16H26N2O16P2,578.055,C16H24N2O17P2,H-2O1,13.9792
R11472,664.1169,C21H28N7O14P2,532.0495,C15H22N2O15P2,C-6H-6N-5O1,-132.0674
R11472,578.055,C16H24N2O17P2,532.0495,C15H22N2O15P2,C-1H-2O-2,-46.0055
R11473,532.0495,C15H22N2O15P2,514.039,C15H20N2O14P2,H-2O-1,-18.0105
R11474,745.0911,C21H30N7O17P3,516.0546,C15H22N2O14P2,C-6H-8N-5O-3P-1,-229.0365
R11474,514.039,C15H20N2O14P2,516.0546,C15H22N2O14P2,H2,2.0156
R11475,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R11475,517.0863,C15H25N3O13P2,516.0546,C15H22N2O14P2,H-3N-1O1,-1.0317
R11476,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11476,517.0863,C15H25N3O13P2,531.1019,C16H27N3O13P2,C1H2,14.0156
R11478,787.1728,C27H35N9O15P2,785.1571,C27H33N9O15P2,H-2,-2.0157
R11478,444.1533,C22H24N2O8,478.1143,C22H23ClN2O8,Cl1H-1,33.961
R11479,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R11479,125.0242,C2H8NO3P,167.0347,C4H10NO4P,C2H2O1,42.0105
R11481,323.1246,C11H22N3O6P,181.0504,C5H12NO4P,C-6H-10N-2O-2,-142.0742
R11482,273.1365,C16H19NO3,271.1208,C16H17NO3,H-2,-2.0157
R11483,273.1365,C16H19NO3,271.1208,C16H17NO3,H-2,-2.0157
R11484,398.1372,C15H22N6O5S,251.1018,C10H13N5O3,C-5H-9N-1O-2S-1,-147.0354
R11486,169.014,C3H8NO5P,111.0085,CH6NO3P,C-2H-2O-2,-58.0055
R11489,274.0954,C14H14N2O4,272.0797,C14H12N2O4,H-2,-2.0157
R11490,272.0797,C14H12N2O4,270.0641,C14H10N2O4,H-2,-2.0156
R11491,228.0899,C13H12N2O2,226.0742,C13H10N2O2,H-2,-2.0157
R11492,228.0899,C13H12N2O2,226.0742,C13H10N2O2,H-2,-2.0157
R11493,155.0582,C7H9NO3,274.0954,C14H14N2O4,C7H5N1O1,119.0372
R11494,398.1372,C15H22N6O5S,251.1018,C10H13N5O3,C-5H-9N-1O-2S-1,-147.0354
R11494,598.243,C35H34MgN4O4,610.2067,C35H30MgN4O5,H-4O1,11.9637
R11495,174.0317,C10H6O3,192.0423,C10H8O4,H2O1,18.0106
R11496,192.0423,C10H8O4,190.0266,C10H6O4,H-2,-2.0157
R11497,257.0664,C7H16NO7P,415.1243,C14H26NO11P,C7H10O4,158.0579
R11497,601.0822,C17H25N5O15P2,443.0243,C10H15N5O11P2,C-7H-10O-4,-158.0579
R11498,254.0192,C7H11O8P,256.0348,C7H13O8P,H2,2.0156
R11499,256.0348,C7H13O8P,256.0348,C7H13O8P,,0
R11500,744.0833,C21H29N7O17P3,240.0786,C15H12O3,C-6H-17N-7O-14P-3,-504.0047
R11500,242.0943,C15H14O3,240.0786,C15H12O3,H-2,-2.0157
R11501,334.1416,C18H22O6,166.063,C9H10O3,C-9H-12O-3,-168.0786
R11503,320.126,C17H20O6,152.0473,C8H8O3,C-9H-12O-3,-168.0787
R11507,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11507,556.2325,C33H32MgN4O3,570.2481,C34H34MgN4O3,C1H2,14.0156
R11508,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11508,570.2481,C34H34MgN4O3,584.2638,C35H36MgN4O3,C1H2,14.0157
R11509,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11509,584.2638,C35H36MgN4O3,598.2794,C36H38MgN4O3,C1H2,14.0156
R11510,556.2325,C33H32MgN4O3,574.243,C33H34MgN4O4,H2O1,18.0105
R11511,570.2481,C34H34MgN4O3,588.2587,C34H36MgN4O4,H2O1,18.0106
R11512,584.2638,C35H36MgN4O3,602.2743,C35H38MgN4O4,H2O1,18.0105
R11513,598.2794,C36H38MgN4O3,616.29,C36H40MgN4O4,H2O1,18.0106
R11514,450.1936,C20H36O7P2,904.4989,C55H68MgN4O6,C35H32Mg1N4O-1P-2,454.3053
R11514,632.2485,C35H36MgN4O6,904.4989,C55H68MgN4O6,C20H32,272.2504
R11515,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R11515,146.0691,C5H10N2O3,147.0532,C5H9NO4,H-1N-1O1,0.9841
R11516,853.1156,C24H38N7O19P3S,767.1152,C21H36N7O16P3S,C-3H-2O-3,-86.0004
R11517,450.1936,C20H36O7P2,902.4833,C55H66MgN4O6,C35H30Mg1N4O-1P-2,452.2897
R11517,630.2329,C35H34MgN4O6,902.4833,C55H66MgN4O6,C20H32,272.2504
R11518,745.0911,C21H30N7O17P3,908.5302,C55H72MgN4O6,C34H42Mg1N-3O-11P-3,163.4391
R11518,902.4833,C55H66MgN4O6,908.5302,C55H72MgN4O6,H6,6.0469
R11519,612.2223,C35H32MgN4O5,610.2067,C35H30MgN4O5,H-2,-2.0156
R11520,398.1372,C15H22N6O5S,412.1271,C21H20N2O7,C6H-2N-4O2S-1,13.9899
R11520,398.1114,C20H18N2O7,384.1216,C14H20N6O5S,C-6H2N4O-2S1,-13.9898
R11521,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11521,412.1271,C21H20N2O7,426.1427,C22H22N2O7,C1H2,14.0156
R11522,708.1883,C36H36FeN4O8,616.1773,C34H32FeN4O4,C-2H-4O-4,-92.011
R11525,745.0911,C21H30N7O17P3,476.1431,C22H24N2O10,C1H-6N-5O-7P-3,-268.948
R11525,460.1482,C22H24N2O9,476.1431,C22H24N2O10,O1,15.9949
R11526,745.0911,C21H30N7O17P3,494.1092,C22H23ClN2O9,C1Cl1H-7N-5O-8P-3,-250.9819
R11526,478.1143,C22H23ClN2O8,494.1092,C22H23ClN2O9,O1,15.9949
R11530,260.0297,C6H13O9P,422.0825,C12H23O14P,C6H10O5,162.0528
R11530,589.0822,C16H25N5O15P2,427.0294,C10H15N5O10P2,C-6H-10O-5,-162.0528
R11531,427.0294,C10H15N5O10P2,506.9957,C10H16N5O13P3,H1O3P1,79.9663
R11531,614.238,C35H34MgN4O5,612.2223,C35H32MgN4O5,H-2,-2.0157
R11532,157.0375,C6H7NO4,158.0215,C6H6O5,H-1N-1O1,0.984
R11533,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11533,224.0586,C13H8N2O2,239.0821,C14H11N2O2,C1H3,15.0235
R11534,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11534,243.1008,C13H13N3O2,257.1164,C14H15N3O2,C1H2,14.0156
R11535,427.0294,C10H15N5O10P2,347.0631,C10H14N5O7P,H-1O-3P-1,-79.9663
R11535,230.0192,C5H11O8P,309.9855,C5H12O11P2,H1O3P1,79.9663
R11536,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R11536,122.0579,C4H10O4,202.0242,C4H11O7P,H1O3P1,79.9663
R11537,506.9957,C10H16N5O13P3,691.3346,C33H50N5O9P,C23H34O-4P-2,184.3389
R11537,362.2821,C23H38O3,691.3346,C33H50N5O9P,C10H12N5O6P1,329.0525
R11538,506.9957,C10H16N5O13P3,719.3659,C35H54N5O9P,C25H38O-4P-2,212.3702
R11538,390.3134,C25H42O3,719.3659,C35H54N5O9P,C10H12N5O6P1,329.0525
R11539,408.2876,C24H40O5,376.2977,C24H40O3,O-2,-31.9899
R11541,210.0528,C10H10O5,166.0266,C8H6O4,C-2H-4O-1,-44.0262
R11542,928.1629,C30H43N8O18P3S,767.1152,C21H36N7O16P3S,C-9H-7N-1O-2,-161.0477
R11544,504.169,C18H32O16,342.1162,C12H22O11,C-6H-10O-5,-162.0528
R11545,398.1372,C15H22N6O5S,400.1522,C22H24O7,C7H2N-6O2S-1,2.015
R11545,386.1366,C21H22O7,384.1216,C14H20N6O5S,C-7H-2N6O-2S1,-2.015
R11546,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11549,146.0215,C5H6O5,118.0266,C4H6O4,C-1O-1,-27.9949
R11549,943.1626,C31H44N7O19P3S,959.1575,C31H44N7O20P3S,O1,15.9949
R11550,959.1575,C31H44N7O20P3S,767.1152,C21H36N7O16P3S,C-10H-8O-4,-192.0423
R11551,314.0684,C10H20O7P2,234.1021,C10H19O4P,H-1O-3P-1,-79.9663
R11552,234.1021,C10H19O4P,154.1358,C10H18O,H-1O-3P-1,-79.9663
R11553,506.9957,C10H16N5O13P3,559.0717,C15H23N5O14P2,C5H7O1P-1,52.076
R11553,230.0192,C5H11O8P,559.0717,C15H23N5O14P2,C10H12N5O6P1,329.0525
R11554,506.9957,C10H16N5O13P3,496.1108,C18H21N6O9P,C8H5N1O-4P-2,-10.8849
R11554,167.0582,C8H9NO3,496.1108,C18H21N6O9P,C10H12N5O6P1,329.0526
R11558,477.055,C12H21N3O13P2,323.0519,C9H14N3O8P,C-3H-7O-5P-1,-154.0031
R11561,222.1004,C11H14N2O3,147.0532,C5H9NO4,C-6H-5N-1O1,-75.0472
R11568,155.0582,C7H9NO3,292.1059,C14H16N2O5,C7H7N1O2,137.0477
R11569,292.1059,C14H16N2O5,274.0954,C14H14N2O4,H-2O-1,-18.0105
R11570,274.0954,C14H14N2O4,228.0899,C13H12N2O2,C-1H-2O-2,-46.0055
R11571,228.0899,C13H12N2O2,228.0899,C13H12N2O2,,0
R11572,228.0899,C13H12N2O2,182.0844,C12H10N2,C-1H-2O-2,-46.0055
R11573,182.0844,C12H10N2,180.0687,C12H8N2,H-2,-2.0157
R11574,270.0641,C14H10N2O4,270.0641,C14H10N2O4,,0
R11575,270.0641,C14H10N2O4,268.0484,C14H8N2O4,H-2,-2.0157
R11576,226.0742,C13H10N2O2,226.0742,C13H10N2O2,,0
R11577,226.0742,C13H10N2O2,224.0586,C13H8N2O2,H-2,-2.0156
R11578,665.1248,C21H29N7O14P2,196.0637,C12H8N2O,C-9H-21N-5O-13P-2,-469.0611
R11578,224.0586,C13H8N2O2,196.0637,C12H8N2O,C-1O-1,-27.9949
R11579,616.1773,C34H32FeN4O4,582.2478,C33H34N4O6,C-1Fe-1H2O2,-33.9295
R11580,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11580,933.2241,C43H46CoN4O16,949.2554,C44H50CoN4O16,C1H4,16.0313
R11581,522.9907,C10H16N5O14P3,867.9393,C20H24MoN10O15P2S2,C10H8Mo1N5O1P-1S2,344.9486
R11581,522.8919,C10H12MoN5O8PS2,867.9393,C20H24MoN10O15P2S2,C10H12N5O7P1,345.0474
R11582,482.9845,C9H16N3O14P3,827.9332,C19H24MoN8O15P2S2,C10H8Mo1N5O1P-1S2,344.9487
R11582,522.8919,C10H12MoN5O8PS2,827.9332,C19H24MoN8O15P2S2,C9H12N3O7P1,305.0413
R11583,121.0197,C3H7NO2S,538.8691,C10H12MoN5O7PS3,C7H5Mo1N4O5P1S2,417.8494
R11583,522.8919,C10H12MoN5O8PS2,538.8691,C10H12MoN5O7PS3,O-1S1,15.9772
R11584,853.1156,C24H38N7O19P3S,767.1152,C21H36N7O16P3S,C-3H-2O-3,-86.0004
R11584,837.1571,C25H42N7O17P3S,767.1152,C21H36N7O16P3S,C-4H-6O-1,-70.0419
R11585,664.1169,C21H28N7O14P2,243.8652,C6Cl4O2,C-15Cl4H-28N-7O-12P-2,-420.2517
R11585,245.8809,C6H2Cl4O2,243.8652,C6Cl4O2,H-2,-2.0157
R11586,886.1523,C28H41N8O17P3S,767.1152,C21H36N7O16P3S,C-7H-5N-1O-1,-119.0371
R11587,853.1156,C24H38N7O19P3S,928.1629,C30H43N8O18P3S,C6H5N1O-1,75.0473
R11588,853.1156,C24H38N7O19P3S,928.1629,C30H43N8O18P3S,C6H5N1O-1,75.0473
R11588,886.1523,C28H41N8O17P3S,928.1629,C30H43N8O18P3S,C2H2O1,42.0106
R11589,179.0582,C9H9NO3,261.1729,C16H23NO2,C7H14O-1,82.1147
R11590,261.1729,C16H23NO2,243.1623,C16H21NO,H-2O-1,-18.0106
R11593,148.0372,C5H8O5,146.0215,C5H6O5,H-2,-2.0157
R11594,146.0215,C5H6O5,131.0582,C5H9NO3,H3N1O-2,-14.9633
R11594,115.0633,C5H9NO2,118.0266,C4H6O4,C-1H-3N-1O2,2.9633
R11595,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R11595,329.1627,C19H23NO4,344.1862,C20H26NO4,C1H3,15.0235
R11599,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
